,job ID,job title,Company,type,time,location,area,classification,subClassification,potential salary (p.h.)
458,50598173,PA/Executive Assistant,Randstad - Business Support,standard,7, Auckland, Manukau & East Auckland,,,30
459,50621413,Tax and Compliance Administrator,Lynx Recruitment Ltd Most Innovative Agency of the Year 2019,standout,4, Auckland, Auckland Central,,,38
460,50564114,Wairarapa Community Liaison,Wellington Free Ambulance Service,standout,13, Wellington, Rest of Wellington Region, Administration & Office Support, Other,
461,50552552,Personal Assistant,Cavanagh & Associates Ltd,standout,17, Manawatu, Palmerston North, Administration & Office Support," PA, EA & Secretarial",
462,50565964,Crisisline Coordinator,Shakti  Community Council Inc.,standout,13, Auckland, Auckland Central, Administration & Office Support, Administrative Assistants,
463,50610515,PA/Legal Exec,Akarana Legal,standard,6, Auckland, Auckland Central, Administration & Office Support," PA, EA & Secretarial",
465,50613694,Scheduler Sales Support,Life Care Consultants Ltd,standout,5, Waikato, Hamilton, Administration & Office Support, Client & Sales Administration,
466,50583067,Executive Assistant,Kinetic Recruitment,standout,11, Auckland, Rodney & North Shore, Administration & Office Support," PA, EA & Secretarial",
467,50562005,Executive Assistant to the General Manager,NetYourJob,standout,14, Auckland, Rodney & North Shore, Administration & Office Support," PA, EA & Secretarial",
468,50581493,Collaboration Broker and Project Co-ordinator,Sport Waitakere,standard,11, Auckland, Waitakere & West Auckland, Administration & Office Support," PA, EA & Secretarial",
469,50590820,Executive Assistant,Ministry of Education,standout,10, Wellington, Wellington Central, Administration & Office Support," PA, EA & Secretarial",
470,50564784,Personal Assistant / Accounts Administrator,Private Advertiser,standout,13, Bay of Plenty, Rotorua, Administration & Office Support," PA, EA & Secretarial",
471,50573462,Practice Administrator,Shepherd Hensman Limited,standout,12, Hawkes Bay, Hastings, Administration & Office Support, Office Management,
472,50616787,AE Smith - Document Controller,Spotless Facility Services (NZ) Limited,standout,5, Auckland,, Administration & Office Support, Contracts Administration,
473,50607729,SALES SUPPORT | Premium Building Products | Hobsonville,Source & Select Recruitment NZ Ltd,standout,6, Auckland, Waitakere & West Auckland,,,34
474,50547655,Jetts NZ - Customer Service Consultant,Jetts Fitness,standout,17, Auckland, Rodney & North Shore, Administration & Office Support, Administrative Assistants,
475,50565471,Executive Assistant,Cavanagh & Associates Ltd,standout,13, Manawatu, Palmerston North, Administration & Office Support," PA, EA & Secretarial",
476,50540642,Operations Support Administrator - Kawerau - Fixed Term,IMG (Integrated Maintenance Group),standout,18, Bay of Plenty, Rest of Bay of Plenty, Administration & Office Support, Administrative Assistants,
477,50532235,Part time Receptionist/Administrator role,Body In Motion Physio and Rehab,standard,19, Bay of Plenty, Rest of Bay of Plenty, Administration & Office Support, Receptionists,
478,50540699,Part time Office Manager,Blackbird Projects,standout,18, Auckland, Rodney & North Shore,,,37.5
479,50505606,OFFICE ADMINISTRATOR,Parris Mills,standard,25, Auckland, Auckland Central, Administration & Office Support, Client & Sales Administration,
480,50517665,Purchasing and Administration Assistant : Full or Part-Time,South Pacific Sera Ltd,standout,21, Canterbury, Timaru & South Canterbury, Administration & Office Support, Administrative Assistants,
481,50519901,School Secretary,Hare Krishna School,standard,21, Auckland, Rodney & North Shore, Administration & Office Support, Administrative Assistants,
482,50532503,Personal Assistant,Livesure Limited,standard,19, Otago, Queenstown & Wanaka,,,32.6
483,50562164,Subcontractor Compliance Administrator (Fixed Term),Fulton Hogan Pty Ltd,standout,14, Auckland, Auckland Central, Administration & Office Support, Administrative Assistants,
484,50485533,Part Time Cashier / Office Administration,New World,standard,27, Waikato, Taupo, Administration & Office Support, Administrative Assistants,
485,50585398,Executive Assistant to Global Management Team,Universal Business Team Recruitment,standout,11, Manawatu, Palmerston North, Administration & Office Support," PA, EA & Secretarial",
486,50583605,Contracts Administrator,Wiley & Co Pty Ltd,standout,11, Hawkes Bay, Napier, Administration & Office Support, Contracts Administration,
487,50617074,Senior Adviser Creative Communities Scheme,JacksonStone & Partners,standout,5, Wellington, Wellington Central, Administration & Office Support, Client & Sales Administration,
488,50583096,System Support Specialist - Document and Records Management,Waikato Regional Council,standout,11, Waikato, Hamilton, Administration & Office Support, Records Management & Document Control,
489,50588017,Waiuku Mitre 10 - Trade Administration/Sales Support,Mitre 10,standout,10, Auckland, Papakura & Franklin, Administration & Office Support, Other,
490,50581609,Executive Assistant to Chief Financial Officer,UCOL,standard,11, Manawatu, Palmerston North, Administration & Office Support," PA, EA & Secretarial",
491,50559563,Sales and Purchase Support Officer,Flexicon Plastics Ltd,standard,14, Auckland, Waitakere & West Auckland, Administration & Office Support, Client & Sales Administration,
492,50563938,CRM Ninja,Accurate Locksmithing & Security Engineering,standout,13, Auckland, Manukau & East Auckland, Administration & Office Support, Client & Sales Administration,
493,50567161,Secretary/PA,Niemand Peebles Hoult,standard,13, Waikato, Hamilton, Administration & Office Support," PA, EA & Secretarial",
494,50527000,Office Administrator,Rock and Rubble Limited,standout,20, Auckland, Waitakere & West Auckland,,,22.5
495,50534435,Chiropractic Assistant,Living Chiropractic and Wellness,standard,19, Auckland, Papakura & Franklin, Administration & Office Support, Office Management,
496,50617393,Senior Adviser Creative Communities Scheme,JacksonStone & Partners,standout,5, Auckland, Auckland Central, Administration & Office Support, Client & Sales Administration,
497,50617113,Senior Adviser Creative Communities Scheme,JacksonStone & Partners,standout,5, Auckland, Auckland Central, Administration & Office Support, Client & Sales Administration,
498,50520432,Operations Support,Fletcher Building Limited,standout,21, Manawatu, Palmerston North, Administration & Office Support, Other,
499,50590736,Project Coordinator - PMO (Infrastructure Delivery),Ministry of Education,standout,10, Wellington, Wellington Central, Administration & Office Support, Administrative Assistants,
500,50597771,Document Management Specialist,Westland Milk Products,standout,7, Canterbury, Christchurch, Administration & Office Support, Records Management & Document Control,
501,50588293,Key account Administrator- (12 month Maternity cover),ADT  Security,standout,10, Canterbury, Christchurch, Administration & Office Support, Client & Sales Administration,
502,50591235,Temporary Business Support Roles,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards,standard,10, Wellington,, Administration & Office Support, Administrative Assistants,
503,50584627,Senior Administrator and Word Processor,Hudson - Business Support,standard,11, Auckland, Auckland Central,,,27
504,50519754,Client Services Coordinator,Kate Christie Photography,standard,21, Canterbury, Christchurch, Administration & Office Support, Client & Sales Administration,
506,50582790,Executive Assistant,Stats NZ,standout,11, Wellington, Wellington Central, Administration & Office Support," PA, EA & Secretarial",
507,50575051,Practice Manager,Devon Medical Centre,standout,12, Taranaki, New Plymouth, Administration & Office Support, Office Management,
508,50561010,International Delegate-Climate Change,New Zealand Red Cross,standout,14, Wellington, Wellington Central, Administration & Office Support, Other,
509,50610223,Executive Assistant,people&co.,standout,6, Wellington, Wellington Central, Administration & Office Support," PA, EA & Secretarial",
510,50532433,Customer Service,Private Advertiser,standout,19, Auckland, Rodney & North Shore, Administration & Office Support, Client & Sales Administration,
511,50546997,Regional Building Coordinator,Classic Group,standout,17, Northland, Whangarei, Administration & Office Support, Office Management,
512,50557340,"Executive Assistant, Regional Partnerships & Operations Te Puni, Hamilton",Te Puni Kokiri,standout,14, Waikato, Hamilton, Administration & Office Support," PA, EA & Secretarial",
513,50590743,Executive Assistant / Group Coordinator,GBL Personnel,standout,10, Wellington, Wellington Central, Administration & Office Support," PA, EA & Secretarial",
515,50548448,Part time Property Administrator,Graham Consulting,standout,17, Auckland, Auckland Central, Administration & Office Support, Administrative Assistants,
516,50508247,Part Time Legal Administration Assistant,Main Street Legal Limited,standard,24, Wellington, Hutt Valley, Administration & Office Support, Administrative Assistants,
517,50566261,Customer Sales & Service Administrator,GIVE Premium Packaging,standard,13, Wellington, Wellington Central,,,22.5
518,50564756,Contract Administration Manager,Alexander James Limited,standout,13, Wellington, Wellington Central, Administration & Office Support, Office Management,
519,50539653,Purchasing Admin,Drake New Zealand - Tauranga,standout,18, Bay of Plenty,, Administration & Office Support, Administrative Assistants,
520,50554836,Part-time Executive Assistant /Accounts Administrator,Christine Meechan QC,standard,16, Auckland, Auckland Central, Administration & Office Support," PA, EA & Secretarial",
521,50577330,Project Administrator - Fixed Term,Naylor Love,standout,12, Otago, Dunedin, Administration & Office Support, Administrative Assistants,
522,50543523,Scheduler - part time,Superior Personnel Ltd,standard,18, Bay of Plenty, Tauranga, Administration & Office Support, Administrative Assistants,
523,50529656,Personal Assistant - Harcourts Paremata,Harcourts,standout,20, Wellington, Porirua & Kapiti Coast, Administration & Office Support," PA, EA & Secretarial",
524,50525646,Church Administrator,Lincoln Baptist Church,standard,20, Canterbury, Rest of Canterbury, Administration & Office Support, Administrative Assistants,
525,50588123,Executive Assistant,Ministry of Social Development,standout,10, Wellington, Wellington Central, Administration & Office Support," PA, EA & Secretarial",
526,50480312,Administration Assistant,Rezource Limited,standout,28, Tasman, Nelson, Administration & Office Support, Administrative Assistants,
527,50525247,Personal Assistant/Administrator,Bayleys Realty Group,standout,20, Bay of Plenty, Tauranga, Administration & Office Support," PA, EA & Secretarial",
528,50580452,Marine Product and Plarform Support,Hays Talent Solutions,standout,11, Auckland, Auckland Central, Administration & Office Support, Client & Sales Administration,
529,50540480,Office Administrator / Sales Support - Ashburton,Veehof Dairy Services,standard,18, Canterbury, Timaru & South Canterbury, Administration & Office Support, Client & Sales Administration,
530,50608382,Short-Term Temp Receptionists,Madison Recruitment Limited,standout,6, Canterbury, Christchurch,,,21
531,50615689,Information Management Advisor - Fixed Term,Environmental Protection Authority (EPA),standout,5, Wellington, Wellington Central, Administration & Office Support, Records Management & Document Control,
532,50572332,Safety & Assurance Coordinator,Transdev Australasia Pty Ltd,standout,12, Auckland, Auckland Central,,,32.6
533,50516269,Reception/Administration,Advanced Computers Ltd,standard,23, Auckland, Rodney & North Shore,,,24.5
534,50486449,Administration Assistant,Mineral Ltd.,standard,27, Auckland, Auckland Central, Administration & Office Support, Administrative Assistants,
535,50608801,Senior Administrator,Madison Recruitment Limited,standout,6, Wellington, Wellington Central, Administration & Office Support, Administrative Assistants,
536,50572479,Administration and Customer Service Opportunities,Hudson - Business Support,standard,12, Auckland, Manukau & East Auckland,,,23
537,50526267,Customer Service & Office Manager,Not Socks Gifts Ltd,standout,20, Canterbury, Christchurch, Administration & Office Support, Office Management,
538,50535514,OFFICE ADMINISTRATION / CUSTOMER SUPPORT,Smits Group,standout,19, Auckland, Manukau & East Auckland, Administration & Office Support, Administrative Assistants,
539,50489089,Part-time Office Administrator,Gee & Hickton Funeral Directors,standout,27, Wellington, Hutt Valley, Administration & Office Support, Administrative Assistants,
540,50545088,Immigration Adviser,Absolute Immigration,standard,18, Auckland, Auckland Central, Administration & Office Support, Contracts Administration,
541,50548057,Financial Administrator,Te Whare Whanau Purotu Maori Women's Refuge,standard,17, Hawkes Bay, Hastings, Administration & Office Support, Administrative Assistants,
542,50539850,Project Administrator,Blue Oak Home LTD,standard,18, Auckland, Rodney & North Shore, Administration & Office Support, Administrative Assistants,
543,50625674,Team Administrators,GBL Personnel,standout,4, Wellington, Wellington Central, Administration & Office Support, Other,
544,50549606,Property Management Administrator,NetYourJob,standout,17, Auckland, Auckland Central, Administration & Office Support, Administrative Assistants,
545,50520886,Company Executive Assistant,Property Brokers,standout,21, Manawatu, Palmerston North, Administration & Office Support," PA, EA & Secretarial",
546,50567162,Executive Assistant to CEO,Cancer Society (Wellington Division),standout,13, Wellington, Wellington Central,,,35.3
547,50598592,Administrators & Receptionists - Temporary roles,Triangle Recruitment Ltd,standout,7, Auckland,, Administration & Office Support, Receptionists,
548,50526087,Office Manager,Auckland Greyhound Racing Club,standard,20, Auckland, Manukau & East Auckland, Administration & Office Support, Office Management,
549,50524787,Branch Administrator,Toll NZ,standout,20, Marlborough, Blenheim, Administration & Office Support, Administrative Assistants,
550,50566756,Corporate Receptionist/Administrator,Hays Office Support,standard,13, Canterbury, Christchurch,,,22
551,50533775,Personal Assistant to Managing Director,Octa Associates Limited,standout,19, Auckland, Auckland Central, Administration & Office Support," PA, EA & Secretarial",
552,50491992,Receptionist / Administration,Synergy Nutrition Limited,standard,27, Auckland, Manukau & East Auckland, Administration & Office Support, Receptionists,
553,50517120,Personal Assistant,Sikh Limited,standard,22, Bay of Plenty, Rotorua, Administration & Office Support," PA, EA & Secretarial",
554,50525333,Site Administrator - Bay of Plenty,Hawkins,standout,20, Bay of Plenty, Tauranga, Administration & Office Support, Administrative Assistants,
555,50608609,Senior EA,Madison Recruitment Limited,standout,6, Wellington, Wellington Central, Administration & Office Support," PA, EA & Secretarial",
556,50565886,Administrator with Medical Experience - Central,Alpha Recruitment - NZ,standout,13, Auckland, Auckland Central, Administration & Office Support, Administrative Assistants,
557,50511374,Storage Complex Administrator,Total Storage Ltd,standout,24, Auckland, Rodney & North Shore, Administration & Office Support, Client & Sales Administration,
558,50571330,Secretary & Tax Administrator,Martin Davidson and Associates Limited,standout,13, Auckland, Papakura & Franklin,,,30
559,50548956,EXECUTIVE ASSISTANT,Finesse Residential Limited,standout,17, Auckland, Manukau & East Auckland, Administration & Office Support," PA, EA & Secretarial",
560,50534335,Client Side Office Manager,Private Advertiser,standout,19, Auckland, Auckland Central,,,42.5
561,50516764,Club Administrator - Rotary Club Of Wellington,AUTHENTIC,standout,22, Wellington, Wellington Central, Administration & Office Support," PA, EA & Secretarial",
562,50528937,Logistics and Customer Service Coordinator,Cosmax Prestige NZ Ltd,standard,20, Auckland, Auckland Central, Administration & Office Support, Administrative Assistants,
563,50553516,Executive Assistant / Senior Administrator,Fluid Recruitment New Zealand Ltd,standout,17, Otago, Dunedin, Administration & Office Support," PA, EA & Secretarial",
564,50508831,Part Time Receptionist,TBI Health Group Ltd.,standout,24, Wellington, Wellington Central, Administration & Office Support, Receptionists,
565,50556348,ACC Contract Coordinator,Family Action,standout,14, Auckland, Waitakere & West Auckland, Administration & Office Support, Contracts Administration,
566,50599196,Administrators & Receptionists Wanted!,Triangle Recruitment Ltd,standout,7, Auckland,, Administration & Office Support, Administrative Assistants,
567,50556252,Services Manager,Positive People,standout,14, Auckland,, Administration & Office Support, Other,
568,50621051,Senior Administrator - Te Reo Māori,Madison Recruitment Limited,standout,4, Wellington, Wellington Central, Administration & Office Support, Administrative Assistants,
569,50508157,Part-time Receptionist,Simply Feet Podiatry Clinic,standard,24, Otago, Rest of Otago,,,21
570,50534980,Coordinator/administrator,NorthStar Group,standard,19, Auckland, Rodney & North Shore, Administration & Office Support, Client & Sales Administration,
571,50533407,Office Administrator / Customer Service #3172,Your People Recruitment Limited,standout,19, Otago, Dunedin, Administration & Office Support, Client & Sales Administration,
572,50546782,Kaiwhakarite - Travel and Events Coordinator,Maori Television,standard,17, Auckland, Manukau & East Auckland, Administration & Office Support, Administrative Assistants,
573,50597942,Temp Temp Temp,Star Personnel Ltd,standout,7, Auckland, Manukau & East Auckland, Administration & Office Support, Administrative Assistants,
574,50557345,Sales Support and Customer Care,Pultron Composites Limited,standard,14, Gisborne, Gisborne, Administration & Office Support, Client & Sales Administration,
575,50507608,Personal Assistant for Director,All in Services NZ LTD,standard,25, Wellington, Porirua & Kapiti Coast,,,25.5
576,50540286,Health and safety Administrator,Southern Institute of Technology,standard,18, Southland, Invercargill, Administration & Office Support, Administrative Assistants,
577,50547184,Client Service Associate - Wellington,Kin,standout,17, Wellington, Wellington Central, Administration & Office Support, Client & Sales Administration,
578,50550177,Technology Executive Assistant,Hudson - Business Support,standard,17, Auckland, Auckland Central,,,35
579,50557936,Receptionist,Hudson - Business Support,standard,14, Auckland,,,,21.5
580,50527271,Executive Assistant,Populous People,standout,20, Hawkes Bay, Hastings, Administration & Office Support," PA, EA & Secretarial",
581,50502108,Office Administration and Facilities Coordinator,Credit Corp Group Limited,standout,25, Auckland, Auckland Central, Administration & Office Support, Administrative Assistants,
582,50608492,Team Administrator,Madison Recruitment Limited,standout,6, Wellington, Wellington Central,,,27.5
583,50535331,Jetts NZ - Customer Service Team Leader,Jetts Fitness,standout,19, Auckland, Rodney & North Shore, Administration & Office Support, Administrative Assistants,
584,50572770,Records Advisor,Crown Law,standout,12, Wellington, Wellington Central, Administration & Office Support, Records Management & Document Control,
585,50524844,Weighbridge Administrator,Oji Fibre Solutions Pulp and Paper,standout,20, Auckland, Auckland Central, Administration & Office Support, Other,
586,50550584,Key Account Support,TR Group,standout,17, Auckland, Auckland Central, Administration & Office Support, Client & Sales Administration,
587,50592158,Contracts Advisor,Victoria University of Wellington,standout,10, Wellington, Wellington Central, Administration & Office Support, Contracts Administration,
588,50510815,Admin & Sales Support,Joylab Group Limited,standout,24, Auckland, Auckland Central, Administration & Office Support, Client & Sales Administration,
589,50547023,Local Oamaru Temps Needed,Platinum Recruitment Limited,standout,17, Otago, Rest of Otago, Administration & Office Support, Administrative Assistants,
590,50507396,PERSONAL ASSISTANT TO DIRECTOR,GEETA MARKETING LIMITED,standard,25, Auckland, Manukau & East Auckland,,,27.5
591,50610297,Business Support Specialist (Health & Safety and Contracts & Procurement),Waikato Regional Council,standout,6, Waikato, Hamilton, Administration & Office Support, Administrative Assistants,
592,50520269,Assistant Spa Manager + Spa Supervisors,East Day Spa Limited,standard,21, Auckland,, Administration & Office Support, Receptionists,
593,50564007,Duty Manager,Metlifecare,standout,13, Waikato, Hamilton, Administration & Office Support, Other,
594,50550301,Donations Administrator,Hays Office Support,standard,17, Wellington,, Administration & Office Support, Administrative Assistants,
595,50547044,Warranty and Booking Coordinator,Archibalds,standout,17, Canterbury, Christchurch, Administration & Office Support, Administrative Assistants,
596,50546826,Join the Talent ID Rotorua Candidate Pool!,Talent ID Business Systems Ltd,standout,17, Bay of Plenty, Rotorua, Administration & Office Support, Administrative Assistants,
597,50525985,PA/EA Support Role,LegaSea,standard,20, Auckland, Auckland Central, Administration & Office Support," PA, EA & Secretarial",
598,50517417,Billing Administrator,Ricoh New Zealand Ltd,standout,21, Auckland, Auckland Central, Administration & Office Support, Client & Sales Administration,
599,50512275,Office and Workforce Manager,Dhanaser landscaping ltd,standard,24, Auckland, Papakura & Franklin, Administration & Office Support, Office Management,
600,50524177,Professional Services Assistant,The Compliance Company,standout,21, Auckland, Auckland Central, Administration & Office Support, Administrative Assistants,
601,50490503,Receptionist - Les Mills Dunedin,Les Mills New Zealand,standard,27, Otago, Dunedin, Administration & Office Support, Receptionists,
602,50524788,Administrator,Enterprise Recruitment,standout,20, Southland, Invercargill,,,
603,50495625,Workshop Administrator - Wellington,Fulton Hogan,standout,26, Wellington, Hutt Valley, Administration & Office Support, Administrative Assistants,
604,50504634,Service Administrator,Sime Darby Motors Group,standout,25, Auckland, Manukau & East Auckland, Administration & Office Support, Other,
605,50516673,Office Manager or Assistant,Nice Energy Group Limited,standout,22, Auckland, Auckland Central, Administration & Office Support, Office Management,
606,50528019,Export Administrator,PGG Wrightson Seeds,standout,20, Canterbury, Rest of Canterbury, Administration & Office Support, Contracts Administration,
607,50534474,Practicum Placement Coordinator - Medical Programme Directorate,The University of Auckland,standout,19, Auckland, Auckland Central, Administration & Office Support, Administrative Assistants,
608,50608332,Business Support Coordinators,Madison Recruitment Limited,standout,6, Canterbury, Christchurch, Administration & Office Support, Administrative Assistants,
609,50476310,Office Assistant,CT Legal,standard,29, Waikato, Hamilton, Administration & Office Support, Administrative Assistants,
610,50485670,Customer Service Administrator (Part time Monday to Friday 8.00am to 2.00pm),HR Consulting - Hamilton,standard,27, Waikato, Hamilton, Administration & Office Support, Administrative Assistants,
611,50608197,Administrator,Madison Recruitment Limited,standout,6, Auckland, Manukau & East Auckland, Administration & Office Support, Administrative Assistants,
612,50598236,Internal Sales and Technical Support,Exelnetwork NZ Ltd,standout,7, Auckland, Auckland Central,,,32.6
613,50482046,Office Administration,Enterprise Recruitment,standout,28, Southland, Invercargill,,,
614,50494604,Medical Receptionist and Administrator,Auckland Eye Limited,standout,26, Auckland, Auckland Central, Administration & Office Support, Receptionists,
615,50562235,Customer Service & Underwriting Consultants,Hays Talent Solutions,standout,14, Auckland, Auckland Central, Administration & Office Support, Receptionists,
616,50556301,Temp Receptionists/Administrators - Ad Agencies/Music Companies,Metro Recruitment Ltd,standard,14, Auckland, Auckland Central, Administration & Office Support, Receptionists,
618,50575719,Analyst Support,DairyNZ,standout,12, Waikato, Hamilton, Administration & Office Support, Data Entry & Word Processing,
619,50567215,Executive Manager,Callaghan Innovation,standout,13, Wellington, Wellington Central, Administration & Office Support, Other,
620,50524751,Contracts Administrator,DOWNER NZ,standout,20, Bay of Plenty, Tauranga, Administration & Office Support, Contracts Administration,
621,50591302,Service Advisor | Ebbett Hamilton | Holden Service,NetYourJob,standout,10, Waikato, Hamilton, Administration & Office Support, Client & Sales Administration,
622,50486193,Receptionist and Administrator (Part Time),Fluid Recruitment New Zealand Ltd,standout,27, Otago, Dunedin, Administration & Office Support, Receptionists,
623,50481163,Personal Assistant,Private Advertiser,standout,28, Auckland, Manukau & East Auckland, Administration & Office Support," PA, EA & Secretarial",
624,50518022,Logistics Administrator,AllTerra,standout,21, Canterbury, Christchurch,,,
625,50508210,Contracting Services Administrator (Workshop),Success Advisors NZ Ltd,standard,24, Waikato, Rest of Waikato,,,30
626,50580337,Temp Administrators,Tribe (New Zealand) Limited,standout,11, Wellington,, Administration & Office Support, Administrative Assistants,
627,50600627,Administrators Needed,Alpha Recruitment - NZ,standout,7, Wellington, Wellington Central, Administration & Office Support, Administrative Assistants,
628,50493521,Accounts Administrator,Seeka Limited,standout,26, Bay of Plenty, Rest of Bay of Plenty, Administration & Office Support, Administrative Assistants,
629,50532690,Office Manager,macneil jones pumps,standard,19, Otago, Dunedin,,,27.5
630,50519374,Executive Assistant,Emergent & Co Ltd,standout,21, Auckland,, Administration & Office Support," PA, EA & Secretarial",
631,50508701,Office Manager and Design Manager | NZ Christchurch,Savills,standout,24, Canterbury, Christchurch, Administration & Office Support," PA, EA & Secretarial",
632,50525990,Chief Organiser,Ahika Consulting,standard,20, Otago, Dunedin,,,31.3
633,50517932,Contract Typist / Administrator - ON CALL,Luminate Financial Group,standard,21, Auckland, Auckland Central,,,30
634,50632780,Procurement Specialist,Lakes District Health Board,standard,3, Bay of Plenty, Rotorua, Administration & Office Support, Other,
635,50560667,Senior Administrators,Kinetic Recruitment,standout,14, Auckland, Auckland Central, Administration & Office Support, Administrative Assistants,
637,50511722,Risk and Assurance Administrator,Bay of Plenty Regional Council,standout,24, Bay of Plenty, Rest of Bay of Plenty, Administration & Office Support, Administrative Assistants,
638,50569145,Sales Support,salt,standout,13, Auckland, Auckland Central, Administration & Office Support, Other,
639,50493762,"Kiwi Can Do Course Administrator, Naenae",Kiwi Can Do,standout,26, Wellington, Hutt Valley, Administration & Office Support, Administrative Assistants,
640,50488722,Accounts & Production Administrator,OpenDoors NZ Ltd,standout,27, Bay of Plenty, Tauranga, Administration & Office Support, Administrative Assistants,
641,50534257,Sales Support | Customer Service Administrator - Manufacturing,KINGS RECRUITMENT LTD,standout,19, Auckland, Rodney & North Shore,,,28
642,50479392,Virtual Assistant,Your Virtual Assistant Ltd,standard,28, Auckland, Auckland Central, Administration & Office Support," PA, EA & Secretarial",
643,50534789,Contracts Administrator,Body In Motion Physio and Rehab,standard,19, Bay of Plenty, Tauranga, Administration & Office Support, Contracts Administration,
644,50498605,Client Administrator,Fluid Accounting and Finance,standout,26, Wellington,,,,31.3
645,50517334,Team Secretary/PA,Horizon Recruitment,standout,21, Auckland, Auckland Central, Administration & Office Support," PA, EA & Secretarial",
646,50500883,Travel and Event Co-ordinator,Crest Commercial Cleaning Ltd,standout,25, Otago, Dunedin, Administration & Office Support, Other,
647,50532442,Team Leader-Operations Support,Wormald,standout,19, Waikato, Hamilton, Administration & Office Support, Administrative Assistants,
648,50536594,Contracts Officer/Planner,Action Engineering Ltd,standout,19, Otago, Dunedin, Administration & Office Support, Contracts Administration,
649,50520009,Tender Co-ordinator,HSM Group,standard,21, Hawkes Bay, Hastings, Administration & Office Support, Contracts Administration,
650,50515471,Executive Assistant,Astrum,standout,24, Auckland,,,,40.8
651,50564355,Executive Assistant,Chandler Macleod NZ,standout,13, Wellington,, Administration & Office Support," PA, EA & Secretarial",
652,50494300,Business Support Coordinator,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards,standard,26, Wellington,, Administration & Office Support, Administrative Assistants,
653,50525790,Temporary Office Administrators,Forté Recruitment Ltd,standout,20, Wellington,,,,25
654,50605405,Executive Assistants - Expression of Interest,Madison Recruitment Limited,standout,6, Wellington, Wellington Central, Administration & Office Support," PA, EA & Secretarial",
655,50484010,Group Services Administrator - School of Optometry & Vision Science,The University of Auckland,standout,28, Auckland, Auckland Central, Administration & Office Support, Administrative Assistants,
656,50513472,Card Fulfillment Officer,Private Advertiser,standard,24, Auckland, Auckland Central,,,27.2
657,50540742,Executive Assistant  - Ongoing Temp,Recruitment Studio,standout,18, Waikato, Hamilton,,,
658,50549889,Legal Administrator,Simpson Grierson,standout,17, Auckland,, Administration & Office Support," PA, EA & Secretarial",
659,50536596,Department Coordinator Opportunities,GBL Personnel,standout,19, Wellington, Wellington Central, Administration & Office Support," PA, EA & Secretarial",
660,50572641,Administrator- Architectural building products,Focus Recruitment Limited,standout,12, Auckland, Rodney & North Shore,,,32.6
661,50517634,Payroll Administrator,1st Call Recruitment,standard,21, Bay of Plenty, Tauranga, Administration & Office Support, Administrative Assistants,
662,50525046,Executive/ Personal Assistant,Hays Office Support,standard,20, Auckland, Rodney & North Shore,,,
663,50520091,Executive Assistant,one eighty recruitment,standout,21, Wellington, Wellington Central,,,39.4
664,50497628,Business Support Administrator - Fixed Term (Parental Leave Cover),McIntyre Dick & Partners Limited,standard,26, Southland, Invercargill, Administration & Office Support, Administrative Assistants,
665,50516725,Executive Assistant,People Plus,standout,22, Gisborne, Gisborne, Administration & Office Support," PA, EA & Secretarial",
666,50480117,Administrator,salt,standout,28, Waikato, Thames & Coromandel, Administration & Office Support, Administrative Assistants,
667,50547247,Permanent & Fixed Term EA/PA Opportunities,GBL Personnel,standout,17, Wellington,, Administration & Office Support," PA, EA & Secretarial",
668,50487809,Customer Service Representative,HR Connect Ltd,standout,27, Bay of Plenty, Tauranga, Administration & Office Support, Other,
669,50580105,Senior Document Controller,Watercare Services Limited,standout,11, Auckland, Auckland Central, Administration & Office Support, Records Management & Document Control,
670,50485734,Team Administrator,SourceHR,standout,27, Auckland,, Administration & Office Support, Administrative Assistants,
671,50480064,Administrator,Graham Consulting,standout,28, Canterbury, Christchurch, Administration & Office Support, Administrative Assistants,
672,50540061,LIA - Immigration Advisor,Extrastaff,standout,18, Auckland, Auckland Central, Administration & Office Support, Contracts Administration,
673,50501890,Personal Assistant,Consult Recruitment Limited,standout,25, Auckland, Manukau & East Auckland, Administration & Office Support," PA, EA & Secretarial",
674,50485346,Administrator - Planned Programmes,Spotless Facility Services (NZ) Limited,standard,27, Auckland, Manukau & East Auckland, Administration & Office Support, Administrative Assistants,
675,50485347,Administrator - Planned Programmes,Spotless Facility Services (NZ) Limited,standard,27, Auckland, Manukau & East Auckland, Administration & Office Support, Contracts Administration,
676,50476000,Office Manager,Inger Electrical Limited,standard,30, Auckland, Rodney & North Shore, Administration & Office Support, Office Management,
677,50516205,Customer Care Rental Coordinator,Arjo New Zealand,standout,23, Auckland, Auckland Central, Administration & Office Support, Client & Sales Administration,
678,50510568,Project Coordinator,Recruitment Studio,standout,24, Auckland, Manukau & East Auckland,,,
679,50541482,Membership Sales & Marketing Coordinator,CPL,standout,18, Auckland, Auckland Central,,,27.2
680,50517772,Receptionist,Quinn Staff Recruiters,standout,21, Auckland, Auckland Central, Administration & Office Support, Receptionists,
681,50494596,Assistant Work Flow Coordinator,Oxygen Recruitment,standout,26, Auckland, Auckland Central, Administration & Office Support, Administrative Assistants,
682,50543912,Project Administrator / Health & Safety,Robert Half Finance & Accounting,standard,18, Auckland, Auckland Central,,,26
